,Filename,Date,Entity name,Order type,Text
20
billion of APS, earning $130 million of underwriting fees.
21
37.
In order to help move new issues Merrill Lynch awarded FAs who placed new ARS
22
issues with a placement credits.
23
b.
Merrill Lynch Underwrote Auction Rate Securities With Restrictive
Maximum Rates, Which Allowed The Securities To Achieve AAA
24
Ratings.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 6 OF 24
1
38.
Upon information and belief 92% of the auction rate securities that Merrill Lynch
2
underwrote received a AAA rating from rating agencies such as Fitch and Moody's, and 97% had
3
ratings of AA or better.
4
39.
AAA ratings from agencies such as Fitch and Moody's signify the rating agencies'
5
assessment that there is a high likelihood that the security will pay interest or dividends as well as
6
principal when due in a timely manner.
7
40.
Maximum rate provisions place a ceiling on the rate of interest at which an auction
8
can clear, and additionally provide the rate the issuer must pay should auctions fail.
9
41.
When evaluating whether an issuer could make payments as due on its ARS, rating
10
agencies would look at the terms of the instrument to determine how much interest it may be
11
obligated to pay. The maximum rate places an absolute cap on the interest or dividend the
12
instrument will pay, restricting its potential obligations, therefore making it easier for the
13
instrument to achieve a AAA rating.
14
42.
Once Merrill Lynch stopped placing support bids in the auctions for which it was
15
the lead broker-dealer, there were auction failures across its program.
16
43.
When auctions fail the rate resets to the maximum rate.
17
44.
The ARS with high maximum rates, typically municipal auction rate certificates
18
(""ARCS"") with maximum rates in the range of 12-15%, have drawn investor interest and have
19
cleared without Merrill Lynch's support.
20
45.
The ARS with low maximum rates, typically taxable and tax-exempt APS with
21
maximum rates in the range of 3-5%, have not drawn investor interest and without Merrill Lynch's
22
support have continued to fail, leaving investors with illiquid instruments.
23
C.
Merrill Lynch Additionally Received Fees To Remarket The
24
Auction Rate Securities It Underwrote.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 7 OF 24
1
46.
When Merrill Lynch underwrote an issue of ARS, it typically served as the broker-
2
dealer or remarketing agent for the issue.
3
47.
Merrill Lynch would typically receive a fee of 25 basis points of the value of the
4
ARS for which it acted as remarketing agent.
5
48.
Merrill Lynch would share a portion of this fee with FAs in order to incentivize
6
them to place clients into ARS.
7
49.
Prior to every auction for which Merrill Lynch was the sole or lead broker-dealer,
8
Merrill Lynch would provide ""price talk,"" a range of bids provided to FAs indicating where
9
Merrill Lynch expected auctions to clear.
10
50.
All ARS for which Merrill Lynch acted as sole broker-dealer were placed through
11
Merrill Lynch FAs.
12
51.
Under Merrill Lynch's ARS program, as remarketing agent, the ARS desk had the
13
option but not the obligation to bid in auctions.
14
52.
Until August of 2007 Merrill Lynch had a policy of placing support bids into every
15
auction for which it was sole or lead broker-dealer.
16
53.
In August of 2007 Merrill Lynch withdrew its support for certain CDO-backed
17
ARS.
18
54.
When placing a support bid, Merrill Lynch would bid for the entire notional value
19
of the issue being auctioned, regardless of the size or volume of buy, sell, or hold orders Merrill
20
Lynch had received.
21
55.
By placing support bids for the entire notional value of the issue being auctioned,
22
Merrill Lynch ensured that no auctions in its ARS program would fail.
23
56.
Merrill Lynch often set the rate at which the auctions would clear with its support
24
bids.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 8 OF 24
1
57.
For the period of January 3, 2006, through May 27, 2008, 5892 auctions for which
2
Merrill Lynch was the sole lead dealer would have failed but for Merrill Lynch's support bid.
3
58.
Investors were not provided with information about the volume of shares that
4
moved at auction.
5
59.
Investors were not provided with information about the level of support from
6
Merrill lynch that was required to clear the auction.
7
60.
Investors were not informed of how many ARS Merrill Lynch was carrying on its
8
own inventory as a result of supporting auctions.
9
D.
Auction Rate Securities Inventory Concerns At Merrill Lynch
10
1.
Weakness in the Credit Markets Initiated Inventory Concerns In Summer
11
Of 2007.
12
61.
Beginning in late July 2007, certain negative market influences surrounding
13
collateralized debt obligations (""CDOs"") and collateralized loan obligations (""CLOs"") and a credit
14
crunch began to negatively impact Merrill Lynch's auction market business.
15
62.
As investors began selling these ARS due to concerns about their credit quality
16
(despite the fact that many were triple-A rated), Merrill Lynch purchased ARS into its own
17
inventory to make sure those auctions did not fail.
18
63.
At a certain point, Merrill Lynch decided to limit the amount of inventory of these
19
instruments it was taking on and ceased submitting support bids, thus allowing the auctions to fail.
20
64.
Merrill Lynch FAs began to seek answers to questions concerning ARS as early as
21
August 7, 2007.
22
65.
FAs from all over the United States sent emails and made telephone calls to request
23
information from the Global Markets & Investment Banking staff managing the Merrill Lynch
24
Auction Trading Desk.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 9 OF 24
1
66.
The Auction Desk and the Financial Products Group, along with several of the
2
supposedly independent research analysts for closed-end funds and Fixed Income/Cash, organized
3
and participated in Sales Calls during the second and third week of August 2007 in an effort to
4
clear auctions, reduce the rates of important issuers, and maintain a strong interest in ARS among
5
the Merrill Lynch FAs all over the country.
6
2.
Communications With Issuers And Others Expressing Concern About The
Auction Markets.
7
67.
As early as August 3, 2007, senior management of Merrill Lynch was requesting a
8
sample term sheet for AMPS to understand the liquidity and downgrade risk.
9
68.
In August 2007, representatives from major issuers in the closed-end fund
10
investment world were also trying to get a sense of the risks and demand reductions for their
11
preferred shares.
12
69.
None of these growing risks concerning weak demand in the ARS market were
13
disclosed to Merrill Lynch clients during the third quarter of 2007.
14
70.
Upon information and belief, Merrill Lynch began, in late 2007, discussing with
15
issuers, concerns with the auction markets.
16
3.
Merrill Lynch Surpasses Its Inventory Limit In September 2007, As ARS
17
Market Conditions Worsened.
18
71.
In late September, inventory levels rose significantly and the Auction Desk was fast
19
approaching its limit of $1 billion dollars.
20
72.
In addition, Merrill Lynch had certain lenders that provided financing for its
21
inventory of auction rate securities.
22
73.
Those lenders had previously accepted auction rate securities as collateral for the
23
loans.
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 10 OF 24
1
74.
In the Fall of 2007, certain of these lenders became uncomfortable with the liquidity
2
of auction rate securities and ceased accepting them as collateral.
3
75.
Merrill did not inform its retail and other customers, to whom it was marketing
4
auction rate securities as principal protected cash-like instruments, that entities that financed its
5
inventory no longer accepted certain auction rate securities (even some rated AAA) as collateral.
6
E.
Merrill Lynch's Consolidated Effort to Reduce Inventory - A Three Pronged
Approach.
7
1.
Calming Fears, Providing Assurances And Motivating Additional Sales Of
8
Auction Rate Securities Through Sales Calls with FAs.
9
76.
Just after the first hint of investor concern with the auction market, the Auction
10
Desk and Sales and Trading immediately mobilized to stem the tide of negative news. Managers
11
moved quickly to set up sales calls to provide assurances to FAs and to motivate future sales of
12
ARS.
13
77.
In late November and early December, with inventory backing up and reaching new
14
highs at Merrill Lynch, a decision was made to do another national sales call. The formula would
15
be similar to the successful call made previously in August. Auction Desk personnel would be
16
joined by a member or members of the Research Department to reassure and motivate FAs to
17
concentrate on selling Auction Desk inventory.
18
78.
During the call, there was no discussion regarding the risk of any type of auction
19
failure, or the likelihood or possibility that any market dislocation could result in retail customers'
20
cash becoming illiquid.
21
79.
Moreover, there was no discussion about the possibility that Merrill Lynch could
22
decide at any time to stop its support of the auction market or to otherwise withdraw from
23
supporting the auctions that it sole managed or co-managed.
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 11 OF 24
1
80.
There was no mention of the fact that with the pressures that existed in the credit
2
market since August 2007, any auction failure by any auction dealer could spread contagion to the
3
rest of the market.
4
2.
FA Incentives - Increased Production Credits Sales Drive.
5
81.
At various times during the second half of 2007, Merrill Lynch provided incentives
6
in the form of enhanced production credits as a means of motivating FAs to sell ARS to customers
7
and reduce Merrill Lynch's inventory. Typically, FAs earned 12.5 bps on an annualized basis for
8
investments in ARS. FAs would then earn a percentage of the 12.5 bps according to a payout grid.
9
82.
During periods where enhanced credits were awarded, FAs could earn as much as 8
10
times that amount (or 100 bps) for sales of ARS. Other enhanced payouts could include payouts of
11
25 bps, or 50 bps. Similar to regular production credits earned, FAs enhanced production credits
12
would be applied to the grid resulting in FAs being paid a certain predetermined percentage of the
13
enhanced production credit.
14
3.
Coordination with Research
15
a.
Proactive Involvement From The Supposedly Independent Research
Department To Aid In Sales Efforts.
16
83.
Merrill Lynch's Research Department played a pivotal role in assisting sales of
17
Auction Rate Securities.
18
84.
On at least two occasions during the Fall of 2007, Sales and Trading and the
19
Auction Desk made direct and specific requests for the Research Department to draft favorable
20
research pieces regarding the auction market to assist in Sales.
21
b.
Improper Information Sharing - -Between Research and Sales and
22
Trading.
23
85.
The task force's investigation revealed frequent communications among research,
24
sales, and trading staff.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 12 OF 24
1
86.
Merrill Lynch Policy & Procedures Manual (the ""Policies Manual"") employs a so-
2
called ""Chinese Wall,"" which is designed to prevent ""the misuse of material non-public
3
information"" and to prevent ""even the appearance of impropriety.""
4
87.
The ""Chinese Wall"" is designed to ""restrict and monitor the flow of information
5
between the various areas of [Merrill Lynch] such as Global Research, Sales [and] Trading,""
6
among others ""to avoid the misuse of such information and the appearance of impropriety as well
7
as to manage potential conflicts of interest. ""
8
88.
Among those departments that constitute the ""Private Side of the Wall"" include:
9
""Investment Banking, including Global Capital Markets and Financing (Equity Capital Markets
10
and Debt Capital Markets),' and ""other departments or individuals that regularly receive inside
11
information,"" while the Research Division is on the ""Public Side of the Wall.""
12
89.
Among the categories of information that cannot be discussed between Sales or
13
Trading and Research are the levels or amounts of inventory that Merrill Lynch maintained for its
14
own account.
15
90.
Such information was discussed.
16
F.
Improper Influence and Pressure Over Supposedly Independent Research
Personnel.
17
91.
Merrill Lynch permitted its Sales and Trading and Auction Desk personnel to have
18
undue influence over its Research Department regarding its coverage of the auction market.
19
92.
In addition to the direct requests of Sales and Trading and the Auction Desk to
20
Research for positive published material related to the auction market, undue influence was also
21
exercised over the content of the published research reports.
22
93.
Other times, Auction Desk Personnel attempted to directly influence how Research
23
responded to FA questions during sales calls.
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 13 OF 24
1
G.
Events Leading to Merrill Lynch's Decision to Stop Broadly Supporting Its
Auction Program.
2
94.
Concerns surrounding the auction market grew more ominous going into the new
3
year and Merrill Lynch's Auction Desk personnel began to brace for the worst.
4
95.
Likewise, Inventory concerns at Merrill Lynch continued.
5
96.
On January 23, 2008, word began circulating among broker-dealers that Lehman
6
Brothers had a number of auctions fail the previous day.
7
97.
Concerns were not shared with FAs or retail customers.
8
98.
Between the dates February 1, 2008 and February 8, 2008, staff wrote or
9
contributed to approximately three published research pieces, including: Fixed Income Digest,
10
""Preserve Income Lock in Yields""; Fixed Income Digest Supplement, ""Auction Market Securities""
11
and Auction Market Value Sheet, ""Back to Basics In The Auction Market."" Each of these
12
publications continued to recommend that investors should feel confident about the auction
13
market.
14
99.
On or about February 1, 2008, Merrill Lynch's Research Department published a
15
volume of its Fixed Income Digest, entitled ""Preserve Income Lock in Yields."" The cover page
16
included a section entitled ""Preserve Income."" The last sentence of the section provided: ""For
17
funds that investors need to keep liquid, we continue to find the best value in auction market
18
securities."" Inside the research piece, there was a subheading: ""For Cash Holdings: auction market
19
securities,"" which recommended, [n]aturally, most investors need to keep some portion of their
20
portfolios in liquid cash-like instruments. We find auction market securities (AMS) to be better
21
alternative than money funds for these purposes for investors with larger amounts to invest."" The
22
section was followed immediately by another section dedicated to: ""Answering Your Questions
23
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 14 OF 24
1
About Auction Market Securities"" which responded to common questions relating to the auction
2
markets at the time.
3
100.
On February 4, 2008, the Research Department re-published the ""Answering
4
Questions"" piece on its own as a supplement to the Fixed Income Digest in part, because of
5
questions the Research Department was getting calls and that FAs were likely having a problem
6
locating the information in the otherwise lengthy February 1, 2008 publication.
7
101. On the evening of February 12, 2008, Merrill Lynch executives decided to cease
8
supporting its auction rate securities program and intentionally allowed the vast majority of their
9
auctions to fail the following day.
10
102.
Merrill Lynch's decision to stop broadly supporting its auction program was made
11
without any real consideration or analysis of its effect on retail and other investors holding the
12
securities.
13
H.
Merrill Lynch Has Marked Down Its Own Inventory of Auction Rate
Securities, But Still has Not Marked Down The Estimated Value Of The
14
Auction Rate Securities On Its Clients' Account Statements.
15
103.
Merrill Lynch has marked down the value of its own inventory of auction rate
16
securities, yet has not marked down the value of those same auction rate securities in its client
17
statements.
18
104.
According to client statements received by the task force, auction rate securities
19
listed on client statements have not been marked down to reflect their illiquidity. Their ""estimated
20
market value"" is still listed as 100 percent of par. Certain of the exact same instruments held by
21
Merrill Lynch in its inventory have been marked down from par.
22
II.
CONCLUSIONS OF LAW
23
1.
The Division has jurisdiction over this matter pursuant to the Alaska Securities Act.
24
2.
The above conduct is in violation of AS 45.55.060(a)(7) and AS 45.55.060(b) (1).
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 15 OF 24
1
3.
The Division finds the following relief appropriate and in the public interest.
2
III.
ORDER
3
On the basis of the Statement of Facts, Conclusions of Law, and Merrill Lynch's consent to
4
the entry of this Order,
5
IT IS HEREBY ORDERED:
6
1.
This Order concludes the investigation by the Division and any other action that the
7
Division could commence under applicable Alaska law on behalf of Alaska as it relates to Merrill
8
Lynch, relating to the marketing and sales of ARS by Merrill Lynch, provided however, that
9
excluded from and not covered by this paragraph 1 are any claims by the Division arising from or
10
relating to the ""Order"" provisions contained herein.
11
2.
This Order is entered into solely for the purpose of resolving the referenced multistate
12
investigation, and is not intended to be used for any other purpose.
13
3.
Merrill Lynch will CEASE AND DESIST from violating the Alaska Securities Act
14
and will comply with the Alaska Securities Act.
15
4.
Merrill Lynch shall make payments totaling $125 million (the ""Total Payment"") to
16
the Commonwealth of Massachusetts and the other states, which shall be allocated at the
17
Commonwealth of Massachusetts and the other states' discretion, to resolve all underlying conduct
18
relating to the sale of auction rate securities. Merrill Lynch shall pay Two Hundred Fifty-Two
19
Thousand Three Hundred Sixteen Dollars and Ten Cents ($252,316.10) of the Total Payment to
20
the Division, such amount to be restricted to the following specific use by the Division: promoting
21
investor education, investor protection, and compliance with the securities laws. In the event
22
another state securities regulator determines not to accept Respondents' settlement offer, the total
23
amount of the payment to the Division shall not be affected, and shall remain at $252,316.10.
24
5.
Definitions and Buyback Offer. Merrill Lynch will provide liquidity to Eligible
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 16 OF 24
1
Investors by buying Eligible Auction Rate Securities that have failed at auction at least once
2
between February 13, 2008, and the date of this Offer, at par, in the manner described below.
3
""Eligible Auction Rate Securities,"" for purposes of this Order, shall mean auction rate
4
securities publicly issued by municipalities or closed-end funds or backed by student loans and
5
purchased at Merrill Lynch on or before February 13, 2008. Notwithstanding any other provision,
6
Eligible Auction Rate Securities shall not include privately issued or placed auction rate securities
7
that are unregistered and/or offered pursuant to SEC Rule 144A, or other exemptions of the
8
Securities Act of 1933.
9
""Eligible Investors,"" for purposes of this Settlement, shall mean:
10
(i)
Natural persons (including their IRA accounts, testamentary trust and estate
11
accounts, custodian UGMA and UTMA accounts, and guardianship accounts) who purchased
12
Eligible Auction Rate Securities at Merrill Lynch:
13
(ii)
All small business and not for profit clients in Merrill Lynch's Global Wealth
14
Management Group who purchased Eligible Auction Rate Securities at Merrill Lynch that had
15
$100 million or less in assets in their accounts with Merrill Lynch, net of margin loans, as of
16
August 7, 2008, or, if the customer was not a customer of Merrill Lynch as of August 7, 2008, as
17
of the date that the customer terminated its customer relationship with Merrill Lynch.
18
Notwithstanding any other provision, ""small business and not for profit clients"" does not include
19
broker-dealers or banks acting as conduits for their customers.
20
6.
Tranche I Eligible Investors. No later than September 26, 2008, Merrill Lynch shall
21
have offered to purchase at par, plus any accrued but unpaid interest or dividends, Eligible Auction
22
Rate Securities for which auctions are not successfully auctioning from Eligible Investors who had
23
less than $4 million in assets at Merrill Lynch as of August 7, 2008. Merrill Lynch's offer to
24
purchase such securities from Eligible Investors will remain open from October 1, 2008, through
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 17 OF 24
1
January 15, 2010, and Merrill Lynch shall promptly purchase such securities from any Eligible
2
Investor who accepts this offer between January 2, 2009, and January 15, 2010.
3
For purposes of this Settlement, legal entities forming an investment vehicle for closely
4
related individuals, including but not limited to IRA accounts, Trusts, Family Limited Partnerships
5
and other legal entities performing a similar function, charities and non-profits, and small
6
businesses who had less than $4 million in assets at Merrill Lynch shall be covered by Section
7
III.5(i).
8
7.
Tranche II Eligible Investors. No later than December 18, 2008, Merrill Lynch
9
shall have offered to purchase at par, plus any accrued but unpaid interest or dividends, Eligible
10
Auction Rate Securities from other Eligible Investors who purchased Eligible Auction Rate
11
Securities from Merrill Lynch prior to February 13, 2008, and who had less than $100 million in
12
assets at Merrill Lynch as of August 7, 2008.
13
Merrill Lynch's offer to purchase such securities from Eligible Investors shall remain open
14
from January 2, 2009 through January 15, 2010, and Merrill Lynch shall promptly purchase such
15
securities from any investor who accepts this offer between January 2, 2009, and January 15, 2010.
16
8.
Asset Amounts. Merrill Lynch shall calculate investor asset amounts as of
17
August 7, 2008, for all Eligible Investors with assets with Merrill Lynch as of that date. For
18
Eligible Investors with no assets at Merrill Lynch as of that date, Merrill Lynch shall calculate
19
investor asset amounts as of the date such investor removed their assets from Merrill Lynch.
20
9.
Notice and Assistance. Merrill Lynch shall provide prompt notice to customers of
21
the settlement terms, and Merrill Lynch shall establish a dedicated telephone assistance line, with
22
appropriate staffing, to respond to questions from customers concerning the terms of the
23
settlement.
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 18 OF 24
1
10.
Relief for Eligible Investors Who Sold Below Par. No later than October 1, 2008,
2
any investor covered by Section III.5 that Merrill Lynch can reasonably identify who sold Eligible
3
Auction Rate Securities below par between February 13, 2008, and October 1, 2008, shall be paid
4
by Merrill Lynch the difference between par and the price at which such investor sold the Eligible
5
Auction Rate Securities.
6
11.
Consequential Damages Claims. No later than October 1, 2008, Merrill Lynch shall
7
make reasonable efforts promptly to notify those Eligible Investors covered by Section III.5 above
8
who own Eligible Auction Rate Securities, pursuant to the terms of the settlement, that an
9
independent arbitrator, under the auspices of the Financial Industry Regulatory Authority
10
(FINRA), shall be available for the exclusive purpose of arbitrating any Eligible Investor's
11
consequential-damages claim. Merrill Lynch shall consent to participate in the North American
12
Securities Administrators Association's (""NASAA"") Special Arbitration Procedures (the ""SAP"")
13
established specifically for arbitrating any Eligible Investor's consequential damages claim arising
14
from their inability to sell Eligible Auction Rate Securities. Nothing in this Offer shall serve to
15
limit or expand any party's rights or obligations as provided under the SAP. Arbitration shall be
16
conducted before a single non-industry arbitrator and Merrill Lynch will pay all forum and filing
17
fees.
18
Arbitrations asserting consequential damages of less than $1 million will be decided
19
through a single chair-qualified public arbitrator who will be appointed through the FINRA list
20
selection process for single arbitrator cases. In arbitrations where the consequential damages
21
claimed are greater than or equal to $1 million, the parties can, by mutual agreement, expand the
22
panel to include three public arbitrators who will be appointed through FINRA's list procedure.
23
Any Eligible Investors who choose to pursue such claims through the SAP shall bear the
24
burden of proving that they suffered consequential damages and that such damages were caused by
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 19 OF 24
1
their inability to access funds invested in Eligible Auction Rate Securities at Merrill Lynch as of
2
February 13, 2008. In the SAP, Merrill Lynch shall be able to defend itself against such claims;
3
provided, however, that: Merrill Lunch shall not contest liability for the illiquidity of the
4
underlying ARS position or use as part of its defense any decision by an Eligible Investor not to
5
borrow money from Merrill Lynch. Special or punitive damages shall not be available in the SAP¹
6
All customers, including but not limited to Eligible Investors who avail themselves of the
7
relief provided pursuant to this Order, may pursue any remedies against Merrill Lynch available
8
under the law. However, Eligible Investors that elect to utilize the SAP are limited to the remedies
9
available in that process and may not bring or pursue a claim relating to Eligible Auction Rate
10
Securities in another forum.
11
12.
Institutional Investors Not Covered By Section III.5. Merrill Lynch shall endeavor
12
to continue to work with issuers and other interested parties, including regulatory and other
13
authorities and industry participants, to expeditiously and on a best efforts basis provide liquidity
14
solutions for investors who purchased Eligible Auction Rate Securities from Merrill Lynch and are
15
not entitled to participate in the buyback described in Section III.5 above (referred to herein as
16
""Institutional Investors"").
17
Beginning January 2, 2009, and then quarterly after that, Merrill Lynch shall submit a
18
written report to a representative specified by NASAA outlining the efforts in which Merrill Lynch
19
has engaged and the results of those efforts with respect to Merrill Lynch Institutional Investors'
20
holdings in Eligible Auction Rate Securities. Merrill Lynch shall confer with the representative no
21
less frequently than quarterly to discuss Merrill Lynch's progress to date. Such quarterly reports
22
shall be submitted within 20 days following the end of each quarter and continue until no later than
23
1
However, it is agreed by the parties that ""consequential damages"" shall have a meaning separate and apart from ""punitive or special damages.""
24
Under no circumstances should this provision be read to mean that a consequential damages claim may not be maintained due to any state law which
may categorize consequential damages as a subset within punitive and/or special damages.
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 20 OF 24
1
January 15, 2010. Following every quarterly report, the representative shall have the option of
2
requiring a meeting between the State and Merrill Lynch to advise Merrill Lynch of any concerns
3
and, in response, Merrill Lynch shall detail the steps that Merrill Lynch plans to implement to
4
address such concerns. The reporting or meeting deadlines set forth above may be amended with
5
written permission from the representative.
6
13.
Relief for Municipal Issuers. Merrill Lynch shall refund refinancing fees
to
7
municipal auction rate issuers that issued such Eligible Auction Rate Securities in the initial
8
primary market through Merrill Lynch between August 1, 2007, and February 13, 2008, and
9
refinanced those securities through Merrill Lynch after February 13, 2008. Refinancing fees are
10
those fees paid to Merrill Lynch in connecting with a refinancing and are exclusive of legal fees
11
and any other fees or costs not paid to Merrill Lynch in connection with the transaction.
12
14.
No Disqualification. The Order entered pursuant to this Offer hereby waives any
13
disqualification contained in the laws of Alaska, or rules or regulations thereunder, including any
14
disqualifications from relying upon the registration exemptions or safe harbor provisions that
15
Merrill Lynch or any of its affiliates may be subject to. The Order entered pursuant to this Offer
16
also is not intended to subject Merrill Lynch or any of its affiliates to any disqualifications
17
contained in the federal securities laws, the rules and regulations thereunder, the rules and
18
regulations of self regulatory organizations or various states' or U.S. Territories' securities laws,
19
including, without limitation, any disqualifications from relying upon the registration exemptions
20
or safe harbor provisions. In addition, this Order is not intended to form the basis for any such
21
disqualifications.
22
15.
Nothing herein shall preclude Alaska, its departments, agencies, boards,
23
commissions, authorities, political subdivisions and corporations (collectively, ""State Entities""),
24
other than the Division and only to the extent set forth in paragraph 1 above, and the officers,
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 21 OF 24
1
agents or employees of State Entities from asserting any claims, causes of action, or applications
2
for compensatory, nominal and/or punitive damages, administrative, civil, criminal, or injunctive
3
relief against Merrill Lynch in connection with certain auction rate securities sales practices at
4
Merrill Lynch.
5
16.
For any person or entity not a party to the Order issued pursuant to this Offer, this
6
Offer and the Order do not limit or create any private rights or remedies against Merrill Lynch
7
including, without limitation, the use of any e-mails or other documents of Merrill Lynch or of
8
others for auction rate securities sales practices, limit or create liability of Merrill Lynch, or limit
9
or create defenses of Merrill Lynch, to any claims.
10
17.
In Consideration of the Settlement the Division will:
11
a.
Except as allowed by paragraph 17(b), terminate the investigation by the Division
12
and any other action that the Division could commence on behalf of Alaska as it relates to Merrill
13
Lynch's underwriting, marketing, and sales of Eligible Auction Rate Securities, provided, however,
14
that excluded from and not covered by this paragraph are any claims by the Division arising from
15
or relating to the ""Order"" provisions contained herein.
16
b.
Refrain from further investigation and from taking legal action, if necessary, against
17
Merrill Lynch with respect to Institutional Investors until a date after December 31, 2009.
18
C.
Not seek additional monetary payments from Merrill Lynch relating to the issues
19
raised by the Division relating to Merrill Lynch's marketing and sale of Eligible Auction Rate
20
Securities to investors and the firm permitting trading in auction rates securities by any individuals
21
affiliated with Merrill Lynch.
22
18.
Failure to Comply With Terms of Settlement. If after this settlement is executed,
23
Merrill Lynch fails to comply with any of the terms set forth herein, the State may institute an
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 22 OF 24
1
action to vacate this Order. Upon issuance of an appropriate order, after an opportunity for a fair
2
hearing, a state may reinstitute the actions and investigations referenced in this Order.
3
19.
This Order and any dispute related thereto shall be construed and enforced in
4
accordance with, and governed by, the laws of Alaska without regard to any choice of law
5
principles.
6
20.
This Order shall be binding upon Merrill Lynch and its successors and assigns as well
7
as to successors and assigns of relevant affiliates with respect to all conduct subject to the provisions
8
above and all future obligations, responsibilities, undertakings, commitments, limitations,
9
restrictions, events, and conditions.
10
SO ORDERED this 5th day of November, 2010.
11
State of Alaska
12
Department of Commerce, Community, and
Economic Development
13
Division of Banking and Securities
14
15
/s/ Lorie L. Hovanec
By: Lorie L. Hovanec, Director
16
17
18
19
20
21
22
23
24
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 23 OF 24
1
CONSENT TO ENTRY OF ADMINISTRATIVE ORDER BY MERRILL LYNCH
2
Merrill Lynch hereby acknowledges that it has been served with a copy of this Administrative
3
Consent Order (""Order""), has read the foregoing Order, is aware of its right to a hearing and appeal in
4
this matter, and has waived the same.
5
Merrill Lynch admits the jurisdiction of the Division, neither admits nor denies the Statement
6
of Facts and Conclusions of Law contained in this Order; and consents to entry of this Order by the
7
Division as settlement of the issues contained in this Order.
8
Merrill Lynch agrees that it shall not claim, assert, or apply for a tax deduction or tax credit
9
with regard to any state, federal or local tax for any administrative monetary payment that Merrill
10
Lynch shall pay pursuant to this Order.
11
Merrill Lynch states that no promise of any kind or nature whatsoever was made to it to
12
induce it to enter into this Order and that it has entered into this Order voluntarily.
13
Joaquin M. Sena represents that he is Associate General Counsel of Merrill Lynch and that, as
14
such, has been authorized by Merrill Lynch to enter into this Order for and on behalf of Merrill
15
Lynch.
16
MERRILL LYNCH, PIERCE, FENNER & SMITH
INCORPORATED
17
18
By:/s/ Joaquin M. Sena
19
Title: Associate General Counsel
20
SUBSCRIBED AND SWORN TO before me this 27th day of October, 2010.
21
/s/ Bruce S. Kaplan
22
Notary Public
23
My Commission expires:
24
02/28/2014
ITMO: MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED
ORDER NO: 10-12-S
ADMINISTRATIVE CONSENT ORDER
PAGE 24 OF 24
"
58,10-17-S, 11/04/2010, Wells Fargo Investments, Administrative Consent Order,"1
STATE OF ALASKA
DEPARTMENT OF COMMERCE, COMMUNITY, AND ECONOMIC DEVELOPMENT
2
DIVISION OF BANKING AND SECURITIES
3
In the matter of
)
